Time 1 - Nome,Time 1 - Vitoria,Time 1 - Empate,Time 1 - Derrota,Time 2 - Nome,Time 2 - Vitoria,Time 2 - Empate,Time 2 - Derrota
AMERICA/SP,0,1,0,SAO CARLOS/SP,0,1,0
AMERICA/SP,2,0,4,CORINTHIANS/SP,4,0,2
AMERICA/SP,0,0,1,GREMIO/RS,1,0,0
AMERICA/SP,0,0,2,SAO PAULO/SP,2,0,0
AMERICA/SP,1,0,0,PAULISTA/SP,0,0,1
AMERICA/SP,1,0,0,P. DESPORTOS/SP,0,0,1
AMERICA/SP,0,0,1,ITUANO/SP,1,0,0
INTERNACIONAL/PB,0,0,1,AUTO ESPORTE/PB,1,0,0
INTERNACIONAL/PB,0,0,1,TREZE/PB,1,0,0
TOLEDO/PR,0,0,1,CIANORTE/PR,1,0,0
TOLEDO/PR,0,0,3,PARANA/PR,3,0,0
TOLEDO/PR,2,1,2,ATHLETICO/PR,2,1,2
TOLEDO/PR,1,1,0,LONDRINA/PR,0,1,1
TOLEDO/PR,2,1,1,CORITIBA/PR,1,1,2
MESQUITA/RJ,0,0,1,CABOFRIENSE/RJ,1,0,0
MESQUITA/RJ,0,0,1,VASCO DA GAMA/RJ,1,0,0
MESQUITA/RJ,0,1,0,OLARIA/RJ,0,1,0
AMELIANO,1,0,1,ATHLETICO/PR,1,0,1
BRASIL DE PELOTAS/RS,0,0,1,CAXIAS/RS,1,0,0
BRASIL DE PELOTAS/RS,1,0,0,JUVENTUDE/RS,0,0,1
BRASIL DE PELOTAS/RS,0,1,0,YPIRANGA/RS,0,1,0
BRASIL DE PELOTAS/RS,1,0,0,AVENIDA/RS,0,0,1
BRASIL DE PELOTAS/RS,0,1,0,GREMIO/RS,0,1,0
BRASIL DE PELOTAS/RS,0,1,0,LONDRINA/PR,0,1,0
BRASIL DE PELOTAS/RS,0,1,0,CAMBORIU/SC,0,1,0
MONTE AZUL/SP,1,0,0,GUARULHOS/SP,0,0,1
MONTE AZUL/SP,0,0,1,RIO CLARO/SP,1,0,0
MONTE AZUL/SP,0,1,1,LINENSE/SP,1,1,0
MONTE AZUL/SP,0,0,1,SANTA RITENSE/SP,1,0,0
PASSO FUNDO/RS,0,1,0,SANTO ANGELO/RS,0,1,0
PASSO FUNDO/RS,1,0,0,SAPIRANGA/RS,0,0,1
PASSO FUNDO/RS,0,0,1,INTERNACIONAL/RS,1,0,0
PARAUAPEBAS/PA,1,0,0,REMO/PA,0,0,1
PARAUAPEBAS/PA,0,0,1,SAO RAIMUNDO/PA,1,0,0
PARAUAPEBAS/PA,1,0,0,INDEPENDENTE/PA,0,0,1
PARAUAPEBAS/PA,1,0,0,CAMETA/PA,0,0,1
PARAUAPEBAS/PA,0,1,1,CASTANHAL/PA,1,1,0
F CAUCAIA/CE,0,0,1,F KINDERMANN/SC,1,0,0
CHIEVO,0,1,0,INTERNAZIONALE,0,1,0
CHIEVO,1,0,0,EMPOLI,0,0,1
CHIEVO,0,1,0,INTER DE MILAO,0,1,0
CHIEVO,1,0,1,ROMA,1,0,1
CHIEVO,0,1,0,REGGINA,0,1,0
CHIEVO,0,0,1,JUVENTUS,1,0,0
CHIEVO,0,1,0,PARMA,0,1,0
CHIEVO,0,0,1,FIORENTINA,1,0,0
GAVIAO/PA,0,0,1,REMO/PA,1,0,0
GAVIAO/PA,1,1,0,INDEPENDENTE/PA,0,1,1
GAVIAO/PA,0,0,1,PAYSANDU/PA,1,0,0
GAVIAO/PA,0,0,1,PARAGOMINAS/PA,1,0,0
GAVIAO/PA,0,0,1,SAO FRANCISCO/PA,1,0,0
BRAGANTINO/PA,1,0,0,PEDREIRA/PA,0,0,1
BRAGANTINO/PA,1,0,0,SAO RAIMUNDO/PA,0,0,1
BRAGANTINO/PA,1,0,1,TUNA LUSO/PA,1,0,1
BRAGANTINO/PA,2,0,0,VENUS/PA,0,0,2
BRAGANTINO/PA,1,0,0,IZABELENSE/PA,0,0,1
BRAGANTINO/PA,0,0,1,VILA RICA/PA,1,0,0
BRAGANTINO/PA,1,0,0,BELEM/PA,0,0,1
BRAGANTINO/PA,0,1,0,SANTA ROSA/PA,0,1,0
BRAGANTINO/PA,0,0,1,CASTANHAL/PA,1,0,0
ITABUNA/BA,2,2,2,BAHIA/BA,2,2,2
ITABUNA/BA,1,0,2,VITORIA/BA,2,0,1
ITABUNA/BA,0,0,1,ATLETICO/BA,1,0,0
ITABUNA/BA,1,0,1,FLUMINENSE/BA,1,0,1
PALMAS/TO,1,1,1,GURUPI/TO,1,1,1
PALMAS/TO,1,1,0,INTERPORTO/TO,0,1,1
PALMAS/TO,1,0,0,TOCANTINOPOLIS/TO,0,0,1
PALMAS/TO,0,0,1,PAYSANDU/PA,1,0,0
PALMAS/TO,1,0,0,CFZ-BSB/DF,0,0,1
PALMAS/TO,0,0,1,GOIAS/GO,1,0,0
PALMAS/TO,0,0,2,GAMA/DF,2,0,0
TALLERES,1,0,1,RB BRAGANTINO/SP,1,0,1
TALLERES,0,0,3,SAO PAULO/SP,3,0,0
TALLERES,0,1,1,FLAMENGO/RJ,1,1,0
TALLERES,0,0,1,LIBERTAD,1,0,0
TALLERES,0,2,0,BOCA JUNIORS,0,2,0
TALLERES,0,1,0,COLON,0,1,0
TALLERES,0,1,0,TOLIMA,0,1,0
TALLERES,0,0,2,RIVER PLATE,2,0,0
VITORIA/ES,0,1,1,SERRA/ES,1,1,0
VITORIA/ES,0,0,1,PORTO VITORIA/ES/ES,1,0,0
VITORIA/ES,0,1,1,DESPORTIVA/ES,1,1,0
VITORIA/ES,0,0,2,ESTRELA DO NORTE/ES,2,0,0
VITORIA/ES,0,0,1,CTE,1,0,0
VITORIA/ES,1,1,2,LINHARES/ES,2,1,1
VITORIA/ES,1,0,0,BRASILIENSE/DF,0,0,1
VITORIA/ES,0,2,2,SAO MATEUS/ES,2,2,0
VITORIA/ES,2,1,1,RIO BRANCO/ES,1,1,2
PARANAIBENSE/MS,0,1,0,CENE/MS,0,1,0
TRINIDAD E TOBAGO,0,0,1,PARAGUAI,1,0,0
TRINIDAD E TOBAGO,0,1,0,SUECIA,0,1,0
CAMETA/PA,0,1,0,SANTA CRUZ/PA,0,1,0
CAMETA/PA,0,1,0,SAO RAIMUNDO/PA,0,1,0
CAMETA/PA,1,0,0,TUNA LUSO/PA,0,0,1
CAMETA/PA,1,0,1,INDEPENDENTE/PA,1,0,1
CAMETA/PA,2,0,0,PAYSANDU/PA,0,0,2
CAMETA/PA,0,0,1,PARAGOMINAS/PA,1,0,0
CAMETA/PA,2,1,1,REMO/PA,1,1,2
CAMETA/PA,0,1,0,AGUIA DE MARABÁ/PA,0,1,0
CAMETA/PA,1,0,0,TIME NEGRA/PA,0,0,1
CAMETA/PA,0,0,1,PARAUAPEBAS/PA,1,0,0
SANTO ANGELO/RS,0,1,0,PASSO FUNDO/RS,0,1,0
SANTO ANGELO/RS,0,0,1,VERANOPOLIS/RS,1,0,0
ASCOLI,0,0,1,REGGINA,1,0,0
ANAPOLINA/GO,2,1,0,CRAC/GO,0,1,2
ANAPOLINA/GO,1,0,1,BAHIA/BA,1,0,1
ANAPOLINA/GO,0,0,1,BOTAFOGO/RJ,1,0,0
ANAPOLINA/GO,1,1,4,VILA NOVA/GO,4,1,1
ANAPOLINA/GO,2,0,4,ATLETICO/GO,4,0,2
ANAPOLINA/GO,0,0,2,BRASILIENSE/DF,2,0,0
ANAPOLINA/GO,1,1,7,GOIAS/GO,7,1,1
ANAPOLINA/GO,0,1,0,SPORT RECIFE/PE,0,1,0
ANAPOLINA/GO,0,0,1,LONDRINA/PR,1,0,0
ANAPOLINA/GO,0,0,1,MOGI MIRIM/SP,1,0,0
ANAPOLINA/GO,0,1,0,CRICIUMA/SC,0,1,0
ANAPOLINA/GO,0,0,1,ANAPOLIS/GO,1,0,0
ANAPOLINA/GO,0,0,1,SAO RAIMUNDO/AM,1,0,0
ANAPOLINA/GO,0,0,1,CEARA/CE,1,0,0
ANAPOLINA/GO,0,0,1,GOIANESIA/GO,1,0,0
ANAPOLINA/GO,1,0,0,GREMIO/RS,0,0,1
ANAPOLINA/GO,1,0,0,FORTALEZA/CE,0,0,1
ANAPOLINA/GO,1,0,0,AVAI/SC,0,0,1
ANAPOLINA/GO,1,1,0,ITUMBIARA/GO,0,1,1
ANAPOLINA/GO,0,0,1,PALMEIRAS/SP,1,0,0
ANAPOLINA/GO,2,0,0,SANTA HELENA/GO,0,0,2
FERROVIARI/SP,0,0,1,PALMEIRAS/SP,1,0,0
LIMOEIRO/CE,1,1,0,BOA VIAGEM/CE,0,1,1
LIMOEIRO/CE,0,0,1,AMERICANO/RJ,1,0,0
LIMOEIRO/CE,0,0,1,MARANGUAPE/CE,1,0,0
LIMOEIRO/CE,1,0,0,CEARA/CE,0,0,1
LIMOEIRO/CE,1,0,0,SAMPAIO CORREA/MA,0,0,1
LIMOEIRO/CE,0,1,0,FORTALEZA/CE,0,1,0
AMERICA/RJ,3,0,4,BOTAFOGO/RJ,4,0,3
AMERICA/RJ,0,0,1,ATLETICO SOROCABA/SP,1,0,0
AMERICA/RJ,1,0,0,BOAVISTA/RJ,0,0,1
AMERICA/RJ,0,1,0,GUARANI/SP,0,1,0
AMERICA/RJ,2,1,1,FLUMINENSE/RJ,1,1,2
AMERICA/RJ,1,0,1,MADUREIRA/RJ,1,0,1
AMERICA/RJ,0,0,1,OLARIA/RJ,1,0,0
AMERICA/RJ,1,0,3,VASCO DA GAMA/RJ,3,0,1
AMERICA/RJ,0,1,0,PORTUGUESA/RJ,0,1,0
AMERICA/RJ,0,0,1,SAO PAULO/SP,1,0,0
AMERICA/RJ,2,1,5,FLAMENGO/RJ,5,1,2
AMERICA/RJ,0,0,1,VOLTA REDONDA/RJ,1,0,0
AMERICA/RJ,0,0,1,PALMEIRAS/SP,1,0,0
AMERICA/RJ,0,0,1,NOVA IGUACU/RJ,1,0,0
AMERICA/RJ,1,1,0,BANGU/RJ,0,1,1
NANTES,0,1,1,PSG,1,1,0
NANTES,0,0,1,PARIS SAINT-GERMA,1,0,0
NANTES,1,0,1,SAINT-ETIENNE,1,0,1
NANTES,0,0,1,REIMS,1,0,0
NANTES,1,0,0,TOULOUSE,0,0,1
NANTES,0,1,0,MONACO,0,1,0
SAO  CAETANO/SP,1,0,0,BAHIA/BA,0,0,1
SAO  CAETANO/SP,3,1,0,CRUZEIRO/MG,0,1,3
SAO  CAETANO/SP,1,1,2,GUARANI/SP,2,1,1
SAO  CAETANO/SP,1,0,1,MARILIA/SP,1,0,1
SAO  CAETANO/SP,0,0,1,VILA NOVA/GO,1,0,0
SAO  CAETANO/SP,1,0,0,SOROCABA/SP,0,0,1
SAO  CAETANO/SP,1,0,0,FLUMINENSE/RJ,0,0,1
SAO  CAETANO/SP,2,2,1,PONTE PRETA/SP,1,2,2
SAO  CAETANO/SP,1,0,0,GAMA/DF,0,0,1
SAO  CAETANO/SP,1,0,0,CRICIUMA/SC,0,0,1
SAO  CAETANO/SP,0,0,1,SANTO ANDRE/SP,1,0,0
SAO  CAETANO/SP,0,1,0,CEARA/CE,0,1,0
SAO  CAETANO/SP,3,2,3,CORINTHIANS/SP,3,2,3
SAO  CAETANO/SP,3,0,1,PAYSANDU/PA,1,0,3
SAO  CAETANO/SP,0,1,0,AMERICA/RN,0,1,0
SAO  CAETANO/SP,3,0,1,PARANA/PR,1,0,3
SAO  CAETANO/SP,1,0,0,AVAI/SC,0,0,1
SAO  CAETANO/SP,0,0,1,CHAPECOENSE/SC,1,0,0
SAO  CAETANO/SP,1,1,0,FLAMENGO/RJ,0,1,1
SAO  CAETANO/SP,1,1,1,PALMEIRAS/SP,1,1,1
SAO  CAETANO/SP,1,0,0,PAULISTA/SP,0,0,1
SAO  CAETANO/SP,2,1,0,VITORIA/BA,0,1,2
SAO  CAETANO/SP,1,0,0,DUQUE DE CAXIAS/RJ,0,0,1
SAO  CAETANO/SP,0,0,1,BRAGANTINO/SP,1,0,0
SAO  CAETANO/SP,0,0,2,FIGUEIRENSE/SC,2,0,0
SAO  CAETANO/SP,0,2,1,JUVENTUDE/RS,1,2,0
SAO  CAETANO/SP,3,1,3,SANTOS/SP,3,1,3
SAO  CAETANO/SP,1,0,0,UNIAO SAO JOAO/SP,0,0,1
SAO  CAETANO/SP,0,0,1,BOTAFOGO/RJ,1,0,0
SAO  CAETANO/SP,0,1,0,ATLETICO/GO,0,1,0
SAO  CAETANO/SP,1,1,0,BRASILIENSE/DF,0,1,1
SAO  CAETANO/SP,1,0,1,ATLETICO/MG,1,0,1
SAO  CAETANO/SP,1,0,0,PALMEIRA/RN,0,0,1
SAO  CAETANO/SP,0,0,1,MOGI MIRIM/SP,1,0,0
SAO  CAETANO/SP,2,0,2,VASCO DA GAMA/RJ,2,0,2
SAO  CAETANO/SP,1,1,0,FORTALEZA/CE,0,1,1
SAO  CAETANO/SP,2,0,2,SAO PAULO/SP,2,0,2
SAO  CAETANO/SP,1,2,0,CORITIBA/PR,0,2,1
SAO  CAETANO/SP,1,1,0,GREMIO/RS,0,1,1
SAO  CAETANO/SP,2,0,0,ATHLETICO/PR,0,0,2
SAO  CAETANO/SP,1,0,0,P. DESPORTOS/SP,0,0,1
SAO  CAETANO/SP,1,1,0,ASA/AL,0,1,1
SAO  CAETANO/SP,0,1,0,INTER LIMEIRA/SP,0,1,0
SEATTLE SOUNDERS,0,0,1,ATLETICO MADRID,1,0,0
SEATTLE SOUNDERS,0,0,1,BOTAFOGO/RJ,1,0,0
ANGERS SPORTING,0,0,1,OLYMPIQUE DE NICE,1,0,0
ANGERS SPORTING,0,1,0,MONTPELLIER,0,1,0
UNIAO SAO JOAO,0,0,1,SAO PAULO,1,0,0
UNIAO SAO JOAO,1,0,0,MOGI MIRIM,0,0,1
UNIAO SAO JOAO,1,0,0,BOTAFOGO,0,0,1
FIGUEIRENSE/SC,0,1,2,CSA/AL,2,1,0
FIGUEIRENSE/SC,12,3,13,CRICIUMA/SC,13,3,12
FIGUEIRENSE/SC,1,0,0,JUVENTUS/SC,0,0,1
FIGUEIRENSE/SC,1,0,0,SANTO ANDRE/SP,0,0,1
FIGUEIRENSE/SC,1,2,0,CEARA/CE,0,2,1
FIGUEIRENSE/SC,3,3,7,CORINTHIANS/SP,7,3,3
FIGUEIRENSE/SC,3,1,0,SANTA CRUZ/PE,0,1,3
FIGUEIRENSE/SC,0,1,0,MIRASSOL/SP,0,1,0
FIGUEIRENSE/SC,7,2,3,PARANA/PR,3,2,7
FIGUEIRENSE/SC,7,9,8,CHAPECOENSE/SC,8,9,7
FIGUEIRENSE/SC,0,1,0,BRAGANTINO/SP,0,1,0
FIGUEIRENSE/SC,1,0,0,TABOAO DA SERRA/SP,0,0,1
FIGUEIRENSE/SC,4,3,3,BOTAFOGO/RJ,3,3,4
FIGUEIRENSE/SC,5,1,1,TUBARAO/SC,1,1,5
FIGUEIRENSE/SC,1,0,0,OESTE/SP,0,0,1
FIGUEIRENSE/SC,2,2,1,ATLETICO/GO,1,2,2
FIGUEIRENSE/SC,1,0,0,FERROVIARIO/CE,0,0,1
FIGUEIRENSE/SC,3,1,3,AMERICA/MG,3,1,3
FIGUEIRENSE/SC,0,0,1,VASCO/RJ,1,0,0
FIGUEIRENSE/SC,5,2,6,GREMIO/RS,6,2,5
FIGUEIRENSE/SC,1,4,1,FORTALEZA/CE,1,4,1
FIGUEIRENSE/SC,3,9,3,VASCO DA GAMA/RJ,3,9,3
FIGUEIRENSE/SC,4,6,6,CORITIBA/PR,6,6,4
FIGUEIRENSE/SC,4,6,5,SPORT/PE,5,6,4
FIGUEIRENSE/SC,4,5,5,ATHLETICO/PR,5,5,4
FIGUEIRENSE/SC,0,0,1,OPERARIO/PR,1,0,0
FIGUEIRENSE/SC,0,1,0,CUIABA ESPORTE CL/MT,0,1,0
FIGUEIRENSE/SC,0,1,0,P. DESPORTOS/SP,0,1,0
FIGUEIRENSE/SC,0,0,1,CAMBURIU/SC,1,0,0
FIGUEIRENSE/SC,1,0,0,CAXIAS/SC,0,0,1
FIGUEIRENSE/SC,4,3,4,BAHIA/BA,4,3,4
FIGUEIRENSE/SC,1,0,0,BRASIL/RS,0,0,1
FIGUEIRENSE/SC,4,4,10,CRUZEIRO/MG,10,4,4
FIGUEIRENSE/SC,1,1,3,GUARANI/SP,3,1,1
FIGUEIRENSE/SC,2,0,1,MARCILIO DIAS/SC,1,0,2
FIGUEIRENSE/SC,1,1,1,VILA NOVA/GO,1,1,1
FIGUEIRENSE/SC,4,4,9,FLUMINENSE/RJ,9,4,4
FIGUEIRENSE/SC,4,1,2,NAUTICO/PE,2,1,4
FIGUEIRENSE/SC,5,5,5,PONTE PRETA/SP,5,5,5
FIGUEIRENSE/SC,1,0,0,GAMA/DF,0,0,1
FIGUEIRENSE/SC,0,1,0,JUVENTUS/SP,0,1,0
FIGUEIRENSE/SC,3,1,1,METROPOLITANO/SC,1,1,3
FIGUEIRENSE/SC,0,0,1,ICASA/CE,1,0,0
FIGUEIRENSE/SC,6,4,8,INTERNACIONAL/RS,8,4,6
FIGUEIRENSE/SC,2,2,4,PAYSANDU/PA,4,2,2
FIGUEIRENSE/SC,2,0,0,AMERICA/RN,0,0,2
FIGUEIRENSE/SC,2,0,1,BRUSQUE/SC,1,0,2
FIGUEIRENSE/SC,13,11,13,AVAI/SC,13,11,13
FIGUEIRENSE/SC,7,2,4,FLAMENGO/RJ,4,2,7
FIGUEIRENSE/SC,2,0,0,SAO  CAETANO/SP,0,0,2
FIGUEIRENSE/SC,0,1,1,CRB/AL,1,1,0
FIGUEIRENSE/SC,5,2,8,PALMEIRAS/SP,8,2,5
FIGUEIRENSE/SC,5,2,6,VITORIA/BA,6,2,5
FIGUEIRENSE/SC,0,1,0,IPATINGA/MG,0,1,0
FIGUEIRENSE/SC,1,0,0,DUQUE DE CAXIAS/RJ,0,0,1
FIGUEIRENSE/SC,1,2,2,PORTUGUESA/SP,2,2,1
FIGUEIRENSE/SC,1,0,0,A B C/RN,0,0,1
FIGUEIRENSE/SC,6,3,2,JUVENTUDE/RS,2,3,6
FIGUEIRENSE/SC,6,1,10,SANTOS/SP,10,1,6
FIGUEIRENSE/SC,1,0,0,SAO JOSE/RS,0,0,1
FIGUEIRENSE/SC,1,0,1,ABC/RN,1,0,1
FIGUEIRENSE/SC,3,2,0,BRASILIENSE/DF,0,2,3
FIGUEIRENSE/SC,5,3,8,GOIAS/GO,8,3,5
FIGUEIRENSE/SC,4,1,1,SAO CAETANO/SP,1,1,4
FIGUEIRENSE/SC,4,6,8,ATLETICO/MG,8,6,4
FIGUEIRENSE/SC,0,2,0,CONFIANCA/SE,0,2,0
FIGUEIRENSE/SC,1,0,0,GUARANI/SC,0,0,1
FIGUEIRENSE/SC,3,1,0,BOTAFOGO/SP,0,1,3
FIGUEIRENSE/SC,0,0,1,LUVERDENSE/MT,1,0,0
FIGUEIRENSE/SC,12,8,11,JOINVILLE/SC,11,8,12
FIGUEIRENSE/SC,1,3,13,SAO PAULO/SP,13,3,1
FIGUEIRENSE/SC,0,0,1,VOLTA REDONDA/RJ,1,0,0
FIGUEIRENSE/SC,1,0,0,SANTO ANDRE,0,0,1
BARRA,0,0,1,BOTAFOGO,1,0,0
AL-AHLY SPORTING,0,0,1,PALMEIRAS/SP,1,0,0
F LUSACA/BA,1,0,0,F CATU/BA,0,0,1
MANCHESTER CITY,1,1,2,TOTTENHAM,2,1,1
MANCHESTER CITY,1,0,0,LEICESTER,0,0,1
MANCHESTER CITY,1,1,1,REAL MADRID,1,1,1
MANCHESTER CITY,3,1,1,ARSENAL,1,1,3
MANCHESTER CITY,1,0,0,INTER DE MILAO,0,0,1
MANCHESTER CITY,0,1,0,ATLETICO MADRID,0,1,0
MANCHESTER CITY,3,0,1,CHELSEA,1,0,3
MANCHESTER CITY,1,0,0,SOUTHAMPTON,0,0,1
MANCHESTER CITY,3,0,0,NEW CASTLE,0,0,3
MANCHESTER CITY,1,0,0,WYDAD ATHLETIC CL,0,0,1
MANCHESTER CITY,0,1,0,BAYERN DE MUNIQUE,0,1,0
MANCHESTER CITY,1,0,0,FULHAM,0,0,1
MANCHESTER CITY,2,0,0,ASTON VILLA,0,0,2
MANCHESTER CITY,1,1,0,CRYSTAL PALACE,0,1,1
MANCHESTER CITY,1,3,4,LIVERPOOL,4,3,1
MANCHESTER CITY,1,0,0,WOLVES,0,0,1
MANCHESTER CITY,1,0,0,BOURNEMOUTH,0,0,1
MANCHESTER CITY,1,0,0,WEST HAM,0,0,1
MANCHESTER CITY,4,1,2,MANCHESTER UNITED,2,1,4
MANCHESTER CITY,1,0,0,AL-AIN FC,0,0,1
SOUTHAMPTON,0,0,1,LIVERPOOL,1,0,0
SOUTHAMPTON,0,1,0,LAZIO,0,1,0
SOUTHAMPTON,0,0,1,TOTTENHAM,1,0,0
SOUTHAMPTON,0,0,1,WOLVES,1,0,0
SOUTHAMPTON,1,0,2,ARSENAL,2,0,1
SOUTHAMPTON,0,0,1,MANCHESTER CITY,1,0,0
SOUTHAMPTON,0,1,0,HUDDERSFIELD,0,1,0
SOUTHAMPTON,1,0,0,BURNLEY,0,0,1
CTE,1,0,0,VITORIA/ES,0,0,1
AUCAS,1,0,1,FLAMENGO/RJ,1,0,1
CARABOBO,0,1,0,UNIVERSIDAD CHILE,0,1,0
CARABOBO,0,0,2,BOTAFOGO/RJ,2,0,0
CARABOBO,0,0,2,ESTUDIANTES,2,0,0
IRA,0,1,0,PORTUGAL,0,1,0
IRA,0,0,1,ESTADOS UNIDOS,1,0,0
IRA,0,0,1,INGLATERRA,1,0,0
IRA,1,0,0,MARROCOS,0,0,1
IRA,0,0,1,MEXICO,1,0,0
IRA,0,0,1,BOSNIA HERZEGOV,1,0,0
IRA,1,0,0,COREIA DO SUL,0,0,1
IRA,0,1,0,NIGERIA,0,1,0
U RONDONOPOLIS/MT,0,0,1,FERROVIARIA/SP,1,0,0
U RONDONOPOLIS/MT,0,0,1,CUIABA/MT,1,0,0
SPORTING CLUBE,1,0,0,RIO AVE,0,0,1
SPORTING CLUBE,1,0,0,PORTIMONENSE SC,0,0,1
SAPIRANGA/RS,0,0,1,PASSO FUNDO/RS,1,0,0
CSA,0,0,2,SAO PAULO,2,0,0
CSA,0,1,0,OPERARIO,0,1,0
AMERICANO/RJ,0,0,1,SERRA/ES,1,0,0
AMERICANO/RJ,1,0,0,SANTOS/SP,0,0,1
AMERICANO/RJ,0,1,5,BOTAFOGO/RJ,5,1,0
AMERICANO/RJ,0,0,1,GUARANI/SP,1,0,0
AMERICANO/RJ,0,0,1,REMO/PA,1,0,0
AMERICANO/RJ,1,2,4,FLUMINENSE/RJ,4,2,1
AMERICANO/RJ,0,0,1,MADUREIRA/RJ,1,0,0
AMERICANO/RJ,1,1,0,OLARIA/RJ,0,1,1
AMERICANO/RJ,0,0,1,LONDRINA/PR,1,0,0
AMERICANO/RJ,0,1,2,FRIBURGUENSE/RJ,2,1,0
AMERICANO/RJ,0,0,1,P.  DESPORTOS/SP,1,0,0
AMERICANO/RJ,1,0,0,CEARA/CE,0,0,1
AMERICANO/RJ,1,1,0,CABOFRIENSE/RJ,0,1,1
AMERICANO/RJ,1,0,0,LIMOEIRO/CE,0,0,1
AMERICANO/RJ,0,0,1,VASCO/RJ,1,0,0
AMERICANO/RJ,1,1,3,VASCO DA GAMA/RJ,3,1,1
AMERICANO/RJ,0,0,1,SAO PAULO/SP,1,0,0
AMERICANO/RJ,0,2,3,FLAMENGO/RJ,3,2,0
AMERICANO/RJ,1,0,1,VOLTA REDONDA/RJ,1,0,1
AMERICANO/RJ,0,0,1,PALMEIRAS/SP,1,0,0
AMERICANO/RJ,1,0,0,NOVA IGUACU/RJ,0,0,1
AMERICANO/RJ,0,0,1,DUQUE DE CAXIAS/RJ,1,0,0
AMERICANO/RJ,3,0,0,BANGU/RJ,0,0,3
AMERICANO/RJ,1,0,0,MACAE/RJ,0,0,1
GURUPI/TO,0,1,0,INTERPORTO/TO,0,1,0
GURUPI/TO,0,0,1,TOCANTINOPOLIS/TO,1,0,0
GURUPI/TO,1,1,0,ARAGUAINA/TO,0,1,1
GURUPI/TO,1,1,1,PALMAS/TO,1,1,1
MARINGA/PR,0,1,0,YPIRANGA/RS,0,1,0
MARINGA/PR,1,0,2,CORITIBA/PR,2,0,1
MARINGA/PR,0,0,1,FLAMENGO/RJ,1,0,0
MARINGA/PR,0,0,3,ATHLETICO/PR,3,0,0
MARINGA/PR,0,2,0,OPERARIO/PR,0,2,0
MARINGA/PR,0,0,1,PONTE PRETA/SP,1,0,0
MARINGA/PR,0,1,1,ATLETICO/MG,1,1,0
MARINGA/PR,1,0,0,LONDRINA/PR,0,0,1
MARINGA/PR,1,0,0,INTER LIMEIRA/SP,0,0,1
ARSENAL D SARANDI,0,1,0,CEARA/CE,0,1,0
VILA NOVA,1,0,0,BRASILIENSE,0,0,1
VILA NOVA,1,0,0,PARANA,0,0,1
VILA NOVA,1,0,0,OSASCO,0,0,1
VILA NOVA,0,0,1,JUVENTUDE,1,0,0
VILA NOVA,0,1,0,XV NOV PIRACICABA,0,1,0
VILA NOVA,0,0,1,BOTAFOGO,1,0,0
CRICIUMA,1,0,0,PAULISTA,0,0,1
CRICIUMA,0,0,1,SAO PAULO,1,0,0
CRICIUMA,0,0,1,RIO BRANCO,1,0,0
GUARANI/MG,0,0,1,VILLA NOVA/MG,1,0,0
GUARANI/MG,0,0,6,CRUZEIRO/MG,6,0,0
GUARANI/MG,0,0,1,TUPI/MG,1,0,0
GUARANI/MG,0,0,1,TOMBENSE/MG,1,0,0
GUARANI/MG,1,1,3,ATLETICO/MG,3,1,1
GUARANI/MG,0,0,1,AMERICA/MG,1,0,0
GUARANI/MG,1,0,0,MAMORE/MG,0,0,1
PORTO VITORIA/ES/ES,1,0,0,VITORIA/ES,0,0,1
LENCOENSE/SP,1,0,0,GUARUJA/SP,0,0,1
LENCOENSE/SP,0,0,1,FORCA/SP,1,0,0
RETRO BRASIL/PE,0,1,0,ANAPOLIS/GO,0,1,0
RETRO BRASIL/PE,0,2,0,FORTALEZA/CE,0,2,0
RETRO BRASIL/PE,1,0,0,SPORT/PE,0,0,1
RETRO BRASIL/PE,2,0,0,NAUTICO/PE,0,0,2
RETRO BRASIL/PE,1,0,0,ASA/AL,0,0,1
RETRO BRASIL/PE,0,1,0,CONFIANCA/SE,0,1,0
RETRO BRASIL/PE,0,0,1,ITUANO/SP,1,0,0
RETRO BRASIL/PE,0,0,1,LONDRINA/PR,1,0,0
PAULISTA,1,0,0,FUNORTE,0,0,1
PAULISTA,0,0,1,CORINTHIANS,1,0,0
PAULISTA,1,0,1,FORTALEZA,1,0,1
PAULISTA,0,0,1,CRICIUMA,1,0,0
PORTUGUESA AP/AP,0,0,1,SANTOS/AP,1,0,0
TIRADENTES/CE,0,1,0,TRAIRIENSE/CE,0,1,0
TIRADENTES/CE,0,0,1,BOA VIAGEM/CE,1,0,0
TIRADENTES/CE,0,0,1,PAULISTA/SP,1,0,0
TIRADENTES/CE,0,0,2,CEARA/CE,2,0,0
TIRADENTES/CE,0,0,1,HORIZONTE/CE,1,0,0
TIRADENTES/CE,0,0,1,FORTALEZA/CE,1,0,0
CABENSE/PE,0,0,1,SPORT/PE,1,0,0
CABENSE/PE,0,1,0,NAUTICO/PE,0,1,0
CRATO/CE,1,0,0,CRATEUS/CE,0,0,1
CRATO/CE,0,1,0,HORIZONTE/CE,0,1,0
CRATO/CE,0,0,1,FORTALEZA/CE,1,0,0
P./RJ,0,0,2,VASCO DA GAMA/RJ,2,0,0
P./RJ,0,0,1,BOTAFOGO/RJ,1,0,0
SANTA CRUZ/PE,0,1,0,ALTOS/PI,0,1,0
SANTA CRUZ/PE,1,0,0,ITABAIANA/SE,0,0,1
